0,0,1683.00,385.00,195.00,348.00,-1,-1,-1,-1
0,1,1249.00,534.00,62.00,127.00,-1,-1,-1,-1
0,2,1286.00,463.00,74.00,195.00,-1,-1,-1,-1
0,3,252.00,452.00,100.00,250.00,-1,-1,-1,-1
1,0,1677.63,389.50,188.75,363.00,-1,-1,-1,-1
1,1,1254.00,537.50,62.00,122.00,-1,-1,-1,-1
1,2,1289.75,465.25,76.50,192.50,-1,-1,-1,-1
1,3,259.50,454.13,95.00,248.75,-1,-1,-1,-1
2,0,1680.97,385.00,179.06,363.00,-1,-1,-1,-1
2,1,1255.13,535.63,60.75,125.75,-1,-1,-1,-1
2,2,1292.19,466.44,74.62,188.12,-1,-1,-1,-1
2,3,260.00,453.84,95.00,250.32,-1,-1,-1,-1
2,4,0.00,298.00,158.00,578.00,-1,-1,-1,-1
3,0,1666.88,390.13,190.24,341.75,-1,-1,-1,-1
3,1,1258.72,540.22,53.56,123.56,-1,-1,-1,-1
3,2,1295.08,463.02,73.84,197.96,-1,-1,-1,-1
3,3,260.38,451.79,101.25,252.42,-1,-1,-1,-1
3,4,2.50,263.63,143.00,621.75,-1,-1,-1,-1
4,0,1669.03,384.47,179.94,367.06,-1,-1,-1,-1
4,1,1264.20,542.20,51.60,121.60,-1,-1,-1,-1
4,2,1299.11,459.50,72.78,203.00,-1,-1,-1,-1
4,3,266.41,459.68,97.18,245.64,-1,-1,-1,-1
4,4,0.00,232.00,152.00,694.00,-1,-1,-1,-1
5,0,1669.12,381.88,178.76,368.24,-1,-1,-1,-1
5,1,1266.95,540.58,52.10,125.84,-1,-1,-1,-1
5,2,1300.97,461.63,73.06,196.74,-1,-1,-1,-1
5,3,270.15,453.33,95.70,252.34,-1,-1,-1,-1
5,4,-0.38,247.13,155.76,652.75,-1,-1,-1,-1
6,0,1666.97,378.40,179.06,374.20,-1,-1,-1,-1
6,1,1273.39,541.86,48.22,117.28,-1,-1,-1,-1
6,2,1302.63,461.72,76.74,199.56,-1,-1,-1,-1
6,3,274.71,452.54,88.58,256.92,-1,-1,-1,-1
6,4,-1.78,252.59,173.56,636.82,-1,-1,-1,-1
7,0,1670.63,381.90,172.74,365.20,-1,-1,-1,-1
7,1,1270.78,538.29,50.44,124.42,-1,-1,-1,-1
7,2,1303.97,459.82,77.06,201.36,-1,-1,-1,-1
7,3,274.57,452.49,92.86,252.02,-1,-1,-1,-1
7,4,-0.05,246.85,174.10,648.30,-1,-1,-1,-1
8,0,1664.59,382.40,176.82,351.20,-1,-1,-1,-1
8,1,1272.81,539.18,52.38,122.64,-1,-1,-1,-1
8,2,1305.88,457.79,78.24,203.42,-1,-1,-1,-1
8,3,274.11,450.63,91.78,255.74,-1,-1,-1,-1
8,4,2.00,205.00,159.00,771.00,-1,-1,-1,-1
9,0,1684.98,386.52,157.04,365.96,-1,-1,-1,-1
9,1,1279.17,535.21,50.66,130.58,-1,-1,-1,-1
9,2,1308.15,459.55,76.70,197.90,-1,-1,-1,-1
9,3,275.35,446.47,98.30,261.06,-1,-1,-1,-1
9,4,0.00,243.00,185.00,647.00,-1,-1,-1,-1
10,0,1680.38,387.37,163.24,352.26,-1,-1,-1,-1
10,1,1279.71,538.70,53.58,123.60,-1,-1,-1,-1
10,2,1308.84,455.61,78.32,201.78,-1,-1,-1,-1
10,3,280.91,449.88,89.18,252.24,-1,-1,-1,-1
10,4,-0.75,228.63,192.50,680.75,-1,-1,-1,-1
11,0,1679.90,382.66,164.20,365.68,-1,-1,-1,-1
11,1,1279.82,536.33,55.36,130.34,-1,-1,-1,-1
11,2,1311.79,455.85,80.42,203.30,-1,-1,-1,-1
11,3,281.52,446.03,93.96,261.94,-1,-1,-1,-1
11,4,0.00,215.00,174.00,752.00,-1,-1,-1,-1
12,0,1679.40,381.21,160.20,373.58,-1,-1,-1,-1
12,1,1283.29,537.17,52.42,128.66,-1,-1,-1,-1
12,2,1314.18,458.66,78.64,206.68,-1,-1,-1,-1
12,3,285.87,448.37,95.26,258.26,-1,-1,-1,-1
12,4,0.00,215.00,201.00,691.00,-1,-1,-1,-1
